"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","interannualVar","rep","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","pageLab","pageId"
1,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",1,0.546061930600554,0.79899653443601,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.189109708932228,0.417762202173471,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,23,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,22,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,20,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,16,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,8,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,0,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,23,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,22,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,20,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,16,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,8,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,0,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,23,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,22,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,20,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,16,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,8,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.393900157231838,0.539967773933895,0,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,23,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,22,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,20,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,16,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,8,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,0,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,23,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,22,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,20,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,16,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,8,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,0,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,23,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,22,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,20,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,16,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,8,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,60,1,1,"list(R_CV=0.46,S_CV=0.087)",1,0.4683853099728,0.790120997028425,0,37,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,23,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,22,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,20,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,16,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,8,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,0,0,1,"list(R_CV=0.46,S_CV=0.087)",2,0.675074233063497,0.264254916664213,0,0,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,15,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,30,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,23,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
2,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,22,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
4,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,20,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
8,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,16,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
16,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,8,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
24,60,6,1,1,20,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0138334387168288,0.40437193992082,0,-3,20,1,5000,"cmult6ay1aSf1repBatch1",1
1,15,6,1,1,40,1,1,"list(R_CV=0.46,S_CV=0.087)",2,0.0430958712520078,0.382968659773469,23,17,20,1,5000,"cmult6ay1aSf1repBatch1",1
