"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","rep","interannualVar","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","qMax","uMax","zMax","pageLab","pageId"
2,20,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.242913247384131,0.787523051095195,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,29,"list(R_CV=0.46,S_CV=0.087)",0.531659582126886,0.604312683818862,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.457727179378271,0.252173233162612,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,29,"list(R_CV=0.46,S_CV=0.087)",0.593527001203038,0.091005774885416,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,30,"list(R_CV=0.46,S_CV=0.087)",0.133905997653492,0.793330178065225,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.141579918591306,0.576407561847009,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,30,"list(R_CV=0.46,S_CV=0.087)",0.938100202595815,0.269594000056386,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,0,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,0,0,1,31,"list(R_CV=0.46,S_CV=0.087)",0.583542136191391,0.339004069496878,0,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,22,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,20,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,16,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,8,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,0,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,22,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,20,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,16,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,8,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,20,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.807582443701103,0.0943240260751918,0,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,22,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,20,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,16,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,8,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,0,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,22,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,20,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,16,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,8,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,40,1,1,31,"list(R_CV=0.46,S_CV=0.087)",0.0422664079954848,0.919514975775965,0,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,0,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,0,0,1,32,"list(R_CV=0.46,S_CV=0.087)",0.267334894840606,0.872272747461684,0,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,22,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,20,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,16,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,8,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,0,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,22,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,20,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,16,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,8,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,20,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.255690898643807,0.0409781821398064,0,-3,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,22,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,20,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,16,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,8,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,0,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,22,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,20,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,16,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,8,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,60,6,1,1,40,1,1,32,"list(R_CV=0.46,S_CV=0.087)",0.603403171636164,0.842186524304561,0,17,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,20,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,20,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,20,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,20,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
24,20,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,0,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
2,60,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,22,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
4,60,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,20,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
8,60,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,16,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
16,60,6,1,1,0,0,1,33,"list(R_CV=0.46,S_CV=0.087)",0.240019092769362,0.625464791818522,8,0,20,4,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch4",15
