"obsYears","collarCount","cowMult","collarInterval","assessmentYrs","tA","obsAnthroSlope","projAnthroSlope","rep","interannualVar","sQuantile","rQuantile","preYears","iAnthro","projYears","repBatch","N0","qMax","uMax","zMax","pageLab","pageId"
4,20,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,24,"list(R_CV=0.46,S_CV=0.087)",0.412246283451095,0.788409101055004,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.734681631717831,0.720159123833291,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,24,"list(R_CV=0.46,S_CV=0.087)",0.513275364306755,0.897209986085072,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,25,"list(R_CV=0.46,S_CV=0.087)",0.551783515354618,0.892859482197091,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.75378899213858,0.564913945570588,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,25,"list(R_CV=0.46,S_CV=0.087)",0.567572863940149,0.658448795275763,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,26,"list(R_CV=0.46,S_CV=0.087)",0.579051007735543,0.117344577512704,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.461670231758617,0.188791943737306,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,26,"list(R_CV=0.46,S_CV=0.087)",0.275499890558422,0.192008441174403,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,27,"list(R_CV=0.46,S_CV=0.087)",0.289361839415506,0.812248105667531,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.0660965003585443,0.381979037970304,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,22,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,20,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,16,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,8,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,40,1,1,27,"list(R_CV=0.46,S_CV=0.087)",0.899566972027533,0.678742752382532,0,17,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,22,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,20,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,16,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,8,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,0,0,1,28,"list(R_CV=0.46,S_CV=0.087)",0.280476536159404,0.685746349585243,0,0,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,20,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,20,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,20,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,20,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,20,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
2,60,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,22,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
4,60,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,20,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
8,60,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,16,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
16,60,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,8,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
24,60,6,1,1,20,1,1,28,"list(R_CV=0.46,S_CV=0.087)",0.944647562857717,0.902382888733409,0,-3,20,3,5000,0.6,0.2,0.2,"cmult6ay1aSf1repBatch3",14
